raw_substance,entity_id,confidence,channel,reason,decided_by,decided_at_utc,model_id,prompt_version
11 Structurally Diverse Substance  Cell therapy,ent_018298,0.3,mint,"Vague placeholder describing a category of diverse cell therapy substances, not a specific identifiable substance.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11 Structurally Diverse Substance - Cell therapy,ent_018298,0.3,mint,"Vague placeholder describing a category of diverse cell therapy substances, not a specific identifiable substance.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11-Beta HSD-1 Inhibitor,ent_017281,0.5,mint,Generic mechanism-based descriptor without a specific compound identifier,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11-C-HED,ent_019077,0.8,mint,11C-HED (meta-hydroxyephedrine) is a carbon-11 labeled radiopharmaceutical used in PET imaging of sympathetic innervation.,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11-C-MQNB,ent_019759,0.8,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11-valent Streptococcus pneumoniae conjugate vaccine,ent_017282,0.8,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
111 In-ABY-002,ent_017470,0.6,mint,Indium-111 labeled radiopharmaceutical based on Affibody molecule ABY-002; code name kept as no INN available.,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
111-In PSMA-IT,ent_021085,0.8,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
111-In-DTPA-K40-Exendin4,ent_017283,0.9,mint,"Same radiolabeled exendin-4 peptide compound, differing only in capitalization",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
111-In-DTPA-k40-Exendin4,ent_017283,0.9,mint,"Same radiolabeled exendin-4 peptide compound, differing only in capitalization",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
111In-DTPA-Exendine-4,ent_019201,0.8,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
111In-DTPA-octreotide,ent_007974,0.8,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
111In-oxine-CD8+ T-cells autologous,ent_019203,0.75,mint,Radiolabeled autologous cell product for imaging,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11C dimethyl diphenyl ammonium chloride 11C-DMDPA,ent_017284,0.9,mint,Carbon-11 labelled dimethyl diphenyl ammonium chloride tracer,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
11C-Acetate,ent_000212,1,registry,exact registry match: '11c-acetate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
11C-Choline,ent_003311,0.98,token_idf,11C-Choline is the same radiopharmaceutical as Choline C-11.,model,2026-08-18T09:19:06Z,claude-sonnet-5,substance-assign-v2
11C-Choline Herlev injection fluid,ent_003311,0.97,token_idf,11C-Choline is the radiopharmaceutical Choline C-11,model,2026-08-18T09:19:05Z,claude-sonnet-5,substance-assign-v2
11C-DASB,ent_004203,0.7,token_idf,"11C-DASB is the radiolabeled form of DASB, matching the 'Dasb' entry.",model,2026-08-18T09:19:04Z,claude-sonnet-5,substance-assign-v2
11C-Metomidate injection,ent_009975,0.7,token_idf,11C-Metomidate is the carbon-11 labeled radiotracer form of metomidate; INN base matches candidate 1.atile,model,2026-08-18T09:19:03Z,claude-sonnet-5,substance-assign-v2
11C-PIB,ent_012532,0.97,exact,"11C-PIB stands for 11C-labeled Pittsburgh Compound B, a PET imaging tracer for amyloid.",model,2026-08-18T09:19:05Z,claude-sonnet-5,substance-assign-v2
11C-PK-11195,ent_018285,0.8,mint,"11C-PK-11195 is a radiolabeled PET ligand (PK11195) used for imaging translocator protein, tagged with carbon-11.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11C-PK11195,ent_017286,0.9,mint,"Same radiolabeled PET tracer PK11195 with carbon-11 label, spelling variants",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11C-PiB,ent_012532,0.97,exact,"11C-PiB is the radiotracer Pittsburgh Compound B, carbon-11 labeled.",model,2026-08-18T09:19:08Z,claude-sonnet-5,substance-assign-v2
11C-SB207145,ent_017287,0.9,mint,Same carbon-11 labeled PET tracer SB207145 written in two formats,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11C-UCB-J,ent_017289,0.85,mint,PET tracer for synaptic density imaging,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11C-cholylsarcosine,ent_003318,1,registry,exact registry match: '11c-cholylsarcosine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
11C-flumazenil,ent_018707,0.9,mint,"Carbon-11 labeled flumazenil radiopharmaceutical, same substance with formatting variation",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11C-metomidate PET tracer,ent_009975,0.6,token_idf,11C-metomidate is the carbon-11 labeled form of metomidate; matches parent substance Metomidate.,model,2026-08-18T09:19:10Z,claude-sonnet-5,substance-assign-v2
11C-raclopride,ent_013237,0.95,exact,"11C-raclopride matches 'Raclopride c 11', a carbon-11 labeled radiopharmaceutical form of raclopride.",model,2026-08-18T09:19:06Z,claude-sonnet-5,substance-assign-v2
11C-tariquidar,ent_015134,0.7,token_idf,"11C-tariquidar is the carbon-11 radiolabeled form of the parent drug tariquidar, matching candidate 1.",model,2026-08-18T09:19:06Z,claude-sonnet-5,substance-assign-v2
11CAZ10419369,ent_017290,0.4,mint,"Development code with unknown INN, likely a radiolabelled tracer compound.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11CDASB,ent_004203,0.75,ngram,"11C-DASB is a radiolabeled form of DASB, matching the parent substance entry 'Dasb'.",model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
11CMETHIONINE,ent_009870,0.7,ngram,"11C-methionine is a carbon-11 labeled radiopharmaceutical form of methionine, matching the base substance.",model,2026-08-18T09:19:10Z,claude-sonnet-5,substance-assign-v2
11CPBR28,ent_017285,0.7,mint,"Carbon-11 labeled PBR28, a TSPO PET radioligand",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11CPIB,ent_012532,0.85,token_idf,"11C-PIB is the radiolabeled Pittsburgh Compound B, a PET amyloid imaging tracer.",model,2026-08-18T09:19:04Z,claude-sonnet-5,substance-assign-v2
11CPK11195,ent_017286,0.9,mint,"Same radiolabeled PET tracer PK11195 with carbon-11 label, spelling variants",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11CSMW139,ent_017288,0.5,mint,Code name for a carbon-11 labeled radiotracer (SMW139); no published INN.,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11Ccholine,ent_003311,0.95,ngram,11C-choline is the radiopharmaceutical Choline C-11,model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
11Cdimethyldiphenyl ammonium chloride 11C-DMDPA,ent_017284,0.9,mint,Carbon-11 labelled dimethyl diphenyl ammonium chloride tracer,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
11Cflumazenil,ent_018707,0.9,mint,"Carbon-11 labeled flumazenil radiopharmaceutical, same substance with formatting variation",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
11Cway 100635,ent_021025,0.7,mint,"Carbon-11 labelled WAY-100635, a PET radioligand for 5-HT1A receptors",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
"12,50 mg par ml ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline",ent_000846,0.97,token_idf,String explicitly names amoxicilline as active ingredient,model,2026-08-18T09:19:10Z,claude-sonnet-5,substance-assign-v2
"12,50 mg par ml NOURRISSONS, poudre pour suspension buvable en flacon (rapport amoxicilline",ent_000846,0.97,token_idf,Amoxicilline is Amoxicillin,model,2026-08-18T09:19:05Z,claude-sonnet-5,substance-assign-v2
1200 IU VWF (10 ml solvent) powder and solvent for solution for injection,ent_016857,0.8,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
1200 IU VWF (5 ml solvent) powder and solvent for solution for injection,ent_016857,0.95,token_idf,"VWF stands for Von Willebrand Factor, matching entry 1.",model,2026-08-18T15:59:35Z,claude-sonnet-5,substance-assign-v2
120g RSVPreF3,ent_020407,0.85,mint,"All variants (dose levels, adjuvanted AS01E or plain formulations) of the RSV prefusion F protein antigen RSVPreF3.",model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
123 I- IBZM,ent_008200,0.8,token_idf,"123I-IBZM is the radiolabeled iodine-123 iolopride compound, matching the (123I) entry specifically.",model,2026-08-18T09:19:05Z,claude-sonnet-5,substance-assign-v2
123I ioflupane,ent_008184,0.9,token_idf,123I ioflupane matches 'Ioflupane (123i)' exactly as the radiolabeled substance.,model,2026-08-18T09:19:04Z,claude-sonnet-5,substance-assign-v2
123I-IBVM,ent_019316,0.7,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
123Iiobenguane,ent_008134,0.9,token_idf,"123I-iobenguane matches Iobenguane I-123, the radiolabeled form specifically",model,2026-08-18T09:19:04Z,claude-sonnet-5,substance-assign-v2
124ImIBG,ent_019313,0.8,mint,"124I-labeled meta-iodobenzylguanidine, an iodine-124 radiopharmaceutical tracer (iobenguane).",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
13-valent Pneumococcal Conjugate vaccine,ent_012599,0.9,token_idf,Option 10 lists exactly the 13 serotypes contained in the 13-valent pneumococcal conjugate vaccine (PCV13).,model,2026-08-18T09:19:07Z,claude-sonnet-5,substance-assign-v2
13-valent pneumococcal conjugate vaccine,ent_012600,0.85,token_idf,13-valent pneumococcal conjugate vaccine corresponds to the 13 serotypes listed in candidate 4 (Prevenar 13 composition).,model,2026-08-18T15:59:33Z,claude-sonnet-5,substance-assign-v2
131-I meta-iodobenzylguanidine,ent_008135,0.97,token_idf,"131-I meta-iodobenzylguanidine is iobenguane labeled with I-131, i.e., Iobenguane I 131.",model,2026-08-18T09:19:10Z,claude-sonnet-5,substance-assign-v2
131I-L-4-Iodophenylalanine,ent_017366,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
131I-L-4-iodophenylalanine,ent_017366,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
131I-L19SIP,ent_008596,0.97,token_idf,"131I-L19SIP matches candidate 'L19sip 131i' exactly, same radiolabeled compound.",model,2026-08-18T09:19:10Z,claude-sonnet-5,substance-assign-v2
13C Urea,ent_016469,0.9,token_idf,Urea (13c) matches 13C Urea directly (same isotope-labeled urea).,model,2026-08-18T09:19:05Z,claude-sonnet-5,substance-assign-v2
13C-Methacetin,ent_017291,0.9,mint,labeled methacetin diagnostic breath test substrate,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
13C-Sodium caprylate,ent_000016,0.75,token_idf,"Sodium caprylate is the sodium salt of caprylic acid; 13C-labeled version corresponds to 1-13C-caprylic acid, the parent acid form.",model,2026-08-18T09:19:14Z,claude-sonnet-5,substance-assign-v2
13C-UREA,ent_016470,1,registry,exact registry match: '13c-urea',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
13C-methacetin,ent_017291,0.9,mint,labeled methacetin diagnostic breath test substrate,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
13C-urea,ent_016470,1,registry,exact registry match: '13c-urea',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
13C6 leucine,ent_008850,0.85,token_idf,"13C6-leucine is an isotopically labeled form of the amino acid leucine, matching entry 3.",model,2026-08-18T09:19:04Z,claude-sonnet-5,substance-assign-v2
14Cparacetamol,ent_020105,0.8,mint,14C-labeled paracetamol used as radiolabeled tracer,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
"15  Amino Acids, 30  Lipids, 55  Glucose",ent_021131,0.6,mint,"Parenteral nutrition combination of amino acids, lipids and glucose in different ratios",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
"15  Amino Acids, 55  Lipids, 30  Glucose",ent_021131,0.6,mint,"Parenteral nutrition combination of amino acids, lipids and glucose in different ratios",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
15NH4Cl,ent_017755,0.7,mint,"15NH4Cl is nitrogen-15 labelled ammonium chloride, used as a radiotracer/diagnostic agent.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
15O-H2O,ent_016924,0.95,token_idf,"15O-H2O is radiolabeled water (oxygen-15 water), matching 'Water o 15'.",model,2026-08-18T09:19:02Z,claude-sonnet-5,substance-assign-v2
15O-WATER,ent_016924,0.95,token_idf,"15O-Water is the radiolabeled water tracer, matching 'Water o 15'.",model,2026-08-18T09:19:08Z,claude-sonnet-5,substance-assign-v2
15OH2O,ent_016924,0.85,token_idf,"15OH2O refers to oxygen-15 labeled water (H2[15O]), a PET radiopharmaceutical, matching Water O 15.",model,2026-08-18T15:59:38Z,claude-sonnet-5,substance-assign-v2
16-18F-fluoro-5-dihydrotestosterone,ent_017294,0.7,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
16-18Ffluoro-5-dihydrotestosterone,ent_017294,0.85,mint,Same radiolabeled DHT tracer compound described with varying nomenclature detail,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
16-alpha-18F-17-beta-estradiol,ent_006523,0.9,token_idf,"16-alpha-18F-17-beta-estradiol is the chemical name for fluoroestradiol F-18, a PET radiopharmaceutical tracer.",model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
16-alpha-18Ffluoro-17-beta-estradiol,ent_006523,0.9,ngram,"16-alpha-[18F]fluoro-17-beta-estradiol is the radiopharmaceutical FES, commonly named Fluoroestradiol F-18.",model,2026-08-18T09:19:15Z,claude-sonnet-5,substance-assign-v2
16-beta-18Ffluoro-5-alpha-dihydrotestosterone,ent_017294,0.85,mint,Same radiolabeled DHT tracer compound described with varying nomenclature detail,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
16ALFA-18F-FLUORO-17BETA-ESTRADIOL,ent_006522,0.85,ngram,16alpha-18F-fluoro-17beta-estradiol is the radiotracer commonly known as Fluoroestradiol (FES).,model,2026-08-18T09:19:02Z,claude-sonnet-5,substance-assign-v2
16a-18F-fluoro-17b-estradiol,ent_006522,0.95,ngram,"16a-18F-fluoro-17b-estradiol is the radiotracer fluoroestradiol (FES), matching candidate 2.",model,2026-08-18T09:19:14Z,claude-sonnet-5,substance-assign-v2
17-alpha-hydroxyprogesterone caproate,ent_007609,1,registry,exact registry match: '17-alpha-hydroxyprogesterone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
17-beta-estradiol,ent_005794,0.97,exact,"17-beta-estradiol is the standard chemical name for estradiol itself, the parent INN.",model,2026-08-18T09:19:14Z,claude-sonnet-5,substance-assign-v2
177 Lutetium DOTATATE,ent_009316,0.9,token_idf,177Lu-DOTATATE is the INN oxodotreotide; entry 8 explicitly names Lutetium (177Lu) oxodotreotide.,model,2026-08-18T09:19:10Z,claude-sonnet-5,substance-assign-v2
177-LuDOTA-Tyr3-Octreotate,ent_009328,0.9,token_idf,177Lu-DOTA-Tyr3-octreotate is the INN Lutetium (177Lu) oxodotreotide (Lutathera).,model,2026-08-18T09:19:10Z,claude-sonnet-5,substance-assign-v2
177LU-PSMA-I&T,ent_021087,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
177LU-PSMA617_IRSTIRCCS,ent_016798,0.85,token_idf,177Lu-PSMA-617 is the INN vipivotide tetraxetan labeled with lutetium-177.,model,2026-08-18T09:19:03Z,claude-sonnet-5,substance-assign-v2
177Lu PSMA I&T solution for injection,ent_021087,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
177Lu-DOTA-TATE,ent_009328,0.7,token_idf,"177Lu-DOTA-TATE is the INN lutetium (177Lu) oxodotreotide, matching candidate 1.",model,2026-08-18T09:19:06Z,claude-sonnet-5,substance-assign-v2
177Lu-DOTA0-Tyr3-Octreotate,ent_009316,0.95,token_idf,177Lu-DOTA0-Tyr3-Octreotate is the INN lutetium (177Lu) oxodotreotide.,model,2026-08-18T09:19:05Z,claude-sonnet-5,substance-assign-v2
177Lu-DOTA0-Tyr3-Octreotide,ent_009328,0.97,token_idf,"177Lu-DOTA0-Tyr3-Octreotide is the INN Lutetium (177Lu) oxodotreotide, matching candidate 3.",model,2026-08-18T09:19:03Z,claude-sonnet-5,substance-assign-v2
177Lu-DOTATOC,ent_009327,1,registry,exact registry match: '177lu-dotatoc',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
177Lu-Edotreotide,ent_009327,0.98,token_idf,177Lu-Edotreotide is exactly Lutetium Lu-177 edotreotide,model,2026-08-18T09:19:03Z,claude-sonnet-5,substance-assign-v2
177Lu-NeoB,ent_017297,0.97,exact,Exact code name match to 177Lu-NeoB.,model,2026-08-21T06:06:54Z,claude-sonnet-5,substance-assign-v2
177Lu-PNT2002,ent_009324,1,registry,exact registry match: '177lu-pnt2002',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
177Lu-PSMA I&T_IRSTIRCCS,ent_021087,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
177Lu-PSMA-R2,ent_009325,1,registry,exact registry match: '177lu-psma-r2',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
177LuDOTATATE,ent_009328,0.95,token_idf,"177Lu-DOTATATE is the INN Lutetium (177Lu) oxodotreotide, a radiopharmaceutical.",model,2026-08-18T09:19:03Z,claude-sonnet-5,substance-assign-v2
17beta-Estradiol,ent_005794,1,registry,exact registry match: '17beta-estradiol',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"17propionate 21dihydroxypregn4ene3, 20dione",ent_017296,0.3,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
18 L1 VLP 40g,ent_007539,0.6,token_idf,"'18 L1 VLP' refers to HPV type 18 L1 virus-like particle antigen, matching the HPV 16/18 L1 protein combination entry.",model,2026-08-18T09:19:09Z,claude-sonnet-5,substance-assign-v2
18 L1 VLP AS04,ent_007539,0.7,token_idf,"18 L1 VLP AS04 refers to HPV type 18 L1 VLP with AS04 adjuvant, matching the HPV16/18 L1 protein entry (Cervarix).",model,2026-08-18T09:19:15Z,claude-sonnet-5,substance-assign-v2
18 L1 VLP vaccine adjuvanted with AS04,ent_018913,0.75,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
18 L1 vaccine adjuvanted with AS04,ent_018913,0.75,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
18 VLP vaccine adjuvanted with AS04,ent_007539,0.6,token_idf,"18 VLP with AS04 adjuvant refers to HPV type 16/18 L1 VLP vaccine (like Cervarix), matching candidate 1.",model,2026-08-18T15:59:36Z,claude-sonnet-5,substance-assign-v2
